Fluke Part Number,UPC CODE
3622827,0 95969 54517 4
3622830,0 95969 54518 1
3622848,0 95969 54519 8
3622853,0 95969 54520 4
3622866,0 95969 54521 1
3622875,0 95969 54522 8
3622882,0 95969 54523 5
3622894,0 95969 54524 2
3622907,0 95969 54525 9
3622918,0 95969 54526 6
4323692,0 95969 66643 5
3057043,0 95969 42180 5
3057055,0 95969 42181 2
3057062,0 95969 42182 9
3057070,0 95969 42183 6
3057081,0 95969 42184 3
3057096,0 95969 42185 0
3057107,0 95969 42186 7
3376752,0 95969 48211 0
3057118,0 95969 42187 4
3057129,0 95969 42188 1
3057134,0 95969 42189 8
3057141,0 95969 42190 4
3057152,0 95969 42191 1
3057165,0 95969 42192 8
3057176,0 95969 42193 5
3057183,0 95969 42194 2
3376765,0 95969 48212 7
3057190,0 95969 42195 9
3100973,0 95969 43780 6
3056569,0 95969 42132 4
3056578,0 95969 42133 1
3056584,0 95969 42134 8
3056591,0 95969 42135 5
3056600,0 95969 42136 2
3056617,0 95969 42137 9
3056621,0 95969 42138 6
3376776,0 95969 48213 4
3056639,0 95969 42139 3
3100986,0 95969 43781 3
3056642,0 95969 42140 9
3056656,0 95969 42141 6
3056663,0 95969 42142 3
3056674,0 95969 42143 0
3056688,0 95969 42144 7
3056695,0 95969 42145 4
3056707,0 95969 42146 1
3376783,0 95969 48214 1
3056718,0 95969 42147 8
3100999,0 95969 43782 0
3056729,0 95969 42148 5
3056734,0 95969 42149 2
3056741,0 95969 42150 8
3056752,0 95969 42151 5
3056765,0 95969 42152 2
3056776,0 95969 42153 9
3056783,0 95969 42154 6
3376790,0 95969 48215 8
3056790,0 95969 42155 3
3561562,0 95969 52829 0
3056803,0 95969 42156 0
3056815,0 95969 42157 7
3056826,0 95969 42158 4
3056832,0 95969 42159 1
3056844,0 95969 42160 7
3056859,0 95969 42161 4
3056867,0 95969 42162 1
3376803,0 95969 48216 5
3056871,0 95969 42163 8
3561570,0 95969 52830 6
3056880,0 95969 42164 5
3056898,0 95969 42165 2
3056906,0 95969 42166 9
3056914,0 95969 42167 6
3056923,0 95969 42168 3
3056938,0 95969 42169 0
3056945,0 95969 42170 6
3376815,0 95969 48217 2
3056950,0 95969 42171 3
3561581,0 95969 52831 3
3056961,0 95969 42172 0
3056977,0 95969 42173 7
3056989,0 95969 42174 4
3056992,0 95969 42175 1
3057004,0 95969 42176 8
3057019,0 95969 42177 5
3057028,0 95969 42178 2
3376826,0 95969 48218 9
3057037,0 95969 42179 9
3116028,0 95969 44155 1
3116037,0 95969 44156 8
3116043,0 95969 44157 5
3116055,0 95969 44158 2
3116062,0 95969 44159 9
3116070,0 95969 44160 5
3116081,0 95969 44161 2
3116096,0 95969 44162 9
3376832,0 95969 48219 6
3116107,0 95969 44163 6
1652473,0 95969 12374 7
1652486,0 95969 12375 4
1652506,0 95969 12377 8
1652514,0 95969 12378 5
1652523,0 95969 12379 2
1652538,0 95969 12380 8
1652545,0 95969 12381 5
3376859,0 95969 48221 9
1652550,0 95969 12382 2
1652561,0 95969 12383 9
1652577,0 95969 12384 6
1652592,0 95969 12386 0
1652605,0 95969 12387 7
1652610,0 95969 12388 4
1652622,0 95969 12389 1
1652631,0 95969 12390 7
3376867,0 95969 48222 6
1652646,0 95969 12391 4
2739928,0 95969 36972 5
2739937,0 95969 36973 2
2739955,0 95969 36975 6
2739943,0 95969 36974 9
2739962,0 95969 36976 3
2739919,0 95969 36971 8
2739970,0 95969 36977 0
3623464,0 95969 54580 8
3376871,0 95969 48223 3
2739981,0 95969 36978 7
2740014,0 95969 36981 7
2740023,0 95969 36982 4
2740045,0 95969 36984 8
2740038,0 95969 36983 1
2740050,0 95969 36985 5
2740006,0 95969 36980 0
2740061,0 95969 36986 2
3376880,0 95969 48224 0
2767216,0 95969 37691 4
3055399,0 95969 42069 3
3002831,0 95969 40241 5
3002846,0 95969 40242 2
3002854,0 95969 40243 9
3002868,0 95969 40244 6
3002879,0 95969 40245 3
3002887,0 95969 40246 0
3002893,0 95969 40247 7
3376898,0 95969 48225 7
3002902,0 95969 40248 4
3055386,0 95969 42068 6
3002676,0 95969 40225 5
3002683,0 95969 40226 2
3002690,0 95969 40227 9
3002708,0 95969 40228 6
3002713,0 95969 40229 3
3002724,0 95969 40230 9
3002736,0 95969 40231 6
3376906,0 95969 48226 4
3002749,0 95969 40232 3
3055373,0 95969 42067 9
3002751,0 95969 40233 0
4682875,0 95969 79415 2
4682882,0 95969 79416 9
4682894,0 95969 79417 6
4682907,0 95969 79418 3
4682918,0 95969 79419 0
4682929,0 95969 79420 6
4682934,0 95969 79421 3
4682941,0 95969 79422 0
4682952,0 95969 79423 7
4682965,0 95969 79424 4
3002760,0 95969 40234 7
3002772,0 95969 40235 4
3002785,0 95969 40236 1
3002797,0 95969 40237 8
3002805,0 95969 40238 5
3002810,0 95969 40239 2
3376914,0 95969 48227 1
3002822,0 95969 40240 8
3277531,0 95969 46064 4
3032648,0 95969 41662 7
3032653,0 95969 41663 4
3032666,0 95969 41664 1
3032675,0 95969 41665 8
3032682,0 95969 41666 5
3032694,0 95969 41667 2
3032701,0 95969 41668 9
3376961,0 95969 48232 5
3032712,0 95969 41669 6
4623267,0 95969 78434 4
3003240,0 95969 40282 8
3003257,0 95969 40283 5
3003269,0 95969 40284 2
3003278,0 95969 40285 9
3003284,0 95969 40286 6
3003291,0 95969 40287 3
3003305,0 95969 40288 0
3376977,0 95969 48233 2
3003310,0 95969 40289 7
3003322,0 95969 40290 3
3003331,0 95969 40291 0
3003346,0 95969 40292 7
3003354,0 95969 40293 4
3003368,0 95969 40294 1
3003379,0 95969 40295 8
3003387,0 95969 40296 5
3376989,0 95969 48234 9
3003393,0 95969 40297 2
4222343,0 95969 64211 8
3003400,0 95969 40298 9
3003417,0 95969 40299 6
3003421,0 95969 40300 9
3003439,0 95969 40301 6
3003442,0 95969 40302 3
3003456,0 95969 40303 0
3003463,0 95969 40304 7
3376992,0 95969 48235 6
3003474,0 95969 40305 4
1653385,0 95969 12465 2
1653397,0 95969 12466 9
1653415,0 95969 12468 3
1653426,0 95969 12469 0
1653432,0 95969 12470 6
1653444,0 95969 12471 3
1653459,0 95969 12472 0
3377004,0 95969 48236 3
1653467,0 95969 12473 7
1653471,0 95969 12474 4
1653480,0 95969 12475 1
1653500,0 95969 12477 5
1653517,0 95969 12478 2
1653521,0 95969 12479 9
1653539,0 95969 12480 5
1653542,0 95969 12481 2
3377019,0 95969 48237 0
1653556,0 95969 12482 9
1653563,0 95969 12483 6
1653574,0 95969 12484 3
1653595,0 95969 12486 7
1653602,0 95969 12487 4
1653616,0 95969 12488 1
1653625,0 95969 12489 8
1653633,0 95969 12490 4
3377028,0 95969 48238 7
1653640,0 95969 12491 1
1653657,0 95969 12492 8
1653669,0 95969 12493 5
1653684,0 95969 12495 9
1653691,0 95969 12496 6
1653706,0 95969 12497 3
1653714,0 95969 12498 0
1653723,0 95969 12499 7
3377037,0 95969 48239 4
1653738,0 95969 12500 0
3003488,0 95969 40306 1
3003495,0 95969 40307 8
3003508,0 95969 40308 5
3003513,0 95969 40309 2
3003524,0 95969 40310 8
3003536,0 95969 40311 5
3003549,0 95969 40312 2
3377043,0 95969 48240 0
3003551,0 95969 40313 9
3055440,0 95969 42074 7
1653830,0 95969 12510 9
1653848,0 95969 12511 6
1653866,0 95969 12513 0
1653875,0 95969 12514 7
1653882,0 95969 12515 4
1653894,0 95969 12516 1
1653907,0 95969 12517 8
3377055,0 95969 48241 7
1653918,0 95969 12518 5
3055457,0 95969 42075 4
1653929,0 95969 12519 2
1653934,0 95969 12520 8
1653952,0 95969 12522 2
1653965,0 95969 12523 9
1653976,0 95969 12524 6
1653983,0 95969 12525 3
1653990,0 95969 12526 0
3377062,0 95969 48242 4
1654000,0 95969 12527 7
3055469,0 95969 42076 1
2451974,0 95969 29318 1
2451988,0 95969 29319 8
2452003,0 95969 29321 1
2452015,0 95969 29322 8
2452026,0 95969 29323 5
2452032,0 95969 29324 2
2452044,0 95969 29325 9
3377070,0 95969 48243 1
2452059,0 95969 29326 6
3055537,0 95969 42083 9
3003560,0 95969 40314 6
3003572,0 95969 40315 3
3003585,0 95969 40316 0
3003597,0 95969 40317 7
3003609,0 95969 40318 4
3003611,0 95969 40319 1
3003627,0 95969 40320 7
3377081,0 95969 48244 8
3003630,0 95969 40321 4
3055519,0 95969 42081 5
3003648,0 95969 40322 1
3003653,0 95969 40323 8
3003666,0 95969 40324 5
3003675,0 95969 40325 2
3003682,0 95969 40326 9
3003694,0 95969 40327 6
3003701,0 95969 40328 3
3377096,0 95969 48245 5
3003712,0 95969 40329 0
3055528,0 95969 42082 2
3003720,0 95969 40330 6
3003735,0 95969 40331 3
3003747,0 95969 40332 0
3003758,0 95969 40333 7
3003764,0 95969 40334 4
3003773,0 95969 40335 1
3003786,0 95969 40336 8
3377107,0 95969 48246 2
3003799,0 95969 40337 5
1656950,0 95969 12761 5
4757524,0 95969 81569 7
4757549,0 95969 81571 0
1657597,0 95969 12825 4
1657611,0 95969 12827 8
2645215,0 95969 34932 1
4810244,0 95969 82672 3
4810259,0 95969 82673 0
4810232,0 95969 82671 6
4810226,0 95969 82670 9
4810215,0 95969 82669 3
4757560,0 95969 81573 4
4757585,0 95969 81575 8
4810267,0 95969 82674 7
4232116,0 95969 64357 3
4232133,0 95969 64359 7
1657764,0 95969 12842 1
1657786,0 95969 12844 5
4550143,0 95969 76772 9
1885080,0 95969 01783 1
1885116,0 95969 20560 3
1885133,0 95969 01787 9
1885157,0 95969 01789 3
4550155,0 95969 76773 6
1885178,0 95969 01791 6
1657926,0 95969 12858 2
1657944,0 95969 12860 5
1657967,0 95969 12862 9
2001126,0 95969 19558 4
3015831,0 95969 41345 9
1658205,0 95969 12886 5
1658222,0 95969 12888 9
1658268,0 95969 12892 6
1658287,0 95969 12894 0
1658302,0 95969 12896 4
2001167,0 95969 19562 1
3015854,0 95969 41347 3
3054127,0 95969 41942 0
3054148,0 95969 41944 4
3054166,0 95969 41946 8
3054182,0 95969 41948 2
3054203,0 95969 41950 5
3054520,0 95969 41982 6
3054226,0 95969 41952 9
3054244,0 95969 41954 3
3054267,0 95969 41956 7
3054306,0 95969 41960 4
3054323,0 95969 41962 8
3054345,0 95969 41964 2
3054361,0 95969 41966 6
3054389,0 95969 41968 0
3054404,0 95969 41970 3
3054428,0 95969 41972 7
3054437,0 95969 41973 4
3054443,0 95969 41974 1
3054455,0 95969 41975 8
3054462,0 95969 41976 5
3054470,0 95969 41977 2
3054481,0 95969 41978 9
3054512,0 95969 41981 9
3054496,0 95969 41979 6
3054547,0 95969 41984 0
3054564,0 95969 41986 4
3054586,0 95969 41988 8
3054607,0 95969 41990 1
3054629,0 95969 41992 5
3054641,0 95969 41994 9
3054665,0 95969 41996 3
3054683,0 95969 41998 7
3054724,0 95969 42002 0
3054749,0 95969 42004 4
3054760,0 95969 42006 8
3054785,0 95969 42008 2
3054805,0 95969 42010 5
3054822,0 95969 42012 9
3054846,0 95969 42014 3
3054854,0 95969 42015 0
3054868,0 95969 42016 7
3054879,0 95969 42017 4
3054887,0 95969 42018 1
3054893,0 95969 42019 8
3054902,0 95969 42020 4
3054933,0 95969 42023 5
3054916,0 95969 42021 1
3054940,0 95969 42024 2
3054969,0 95969 42026 6
3054984,0 95969 42028 0
3055008,0 95969 42030 3
3055024,0 95969 42032 7
3055049,0 95969 42034 1
3055060,0 95969 42036 5
3055085,0 95969 42038 9
3055123,0 95969 42042 6
3055145,0 95969 42044 0
3055161,0 95969 42046 4
3055189,0 95969 42048 8
3055200,0 95969 42050 1
3055221,0 95969 42052 5
3055242,0 95969 42054 9
3055256,0 95969 42055 6
3055263,0 95969 42056 3
3055274,0 95969 42057 0
3055288,0 95969 42058 7
3055295,0 95969 42059 4
3055301,0 95969 42060 0
3055335,0 95969 42063 1
3055312,0 95969 42061 7
1658384,0 95969 12904 6
1658406,0 95969 12906 0
1658423,0 95969 12908 4
2001209,0 95969 19566 9
3015902,0 95969 41352 7
2458800,0 95969 29384 6
2458821,0 95969 29386 0
2458842,0 95969 29388 4
2458863,0 95969 29390 7
2458888,0 95969 29392 1
2460086,0 95969 29512 3
2458901,0 95969 29394 5
2458920,0 95969 29396 9
2460099,0 95969 29513 0
2458947,0 95969 29398 3
3015925,0 95969 41354 1
3015940,0 95969 41356 5
2458964,0 95969 29400 3
2458986,0 95969 29402 7
2459006,0 95969 29404 1
2459023,0 95969 29406 5
2459766,0 95969 29480 5
2459775,0 95969 29481 2
2459782,0 95969 29482 9
2459794,0 95969 29483 6
2459802,0 95969 29484 3
2459816,0 95969 29485 0
2459833,0 95969 29487 4
2459045,0 95969 29408 9
2459061,0 95969 29410 2
2459089,0 95969 29412 6
2459108,0 95969 29414 0
2459124,0 95969 29416 4
2459149,0 95969 29418 8
2459160,0 95969 29420 1
2459185,0 95969 29422 5
3015969,0 95969 41358 9
3015984,0 95969 41360 2
2459201,0 95969 29424 9
2459220,0 95969 29426 3
2459247,0 95969 29428 7
2459264,0 95969 29430 0
2459840,0 95969 29488 1
2459857,0 95969 29489 8
2459869,0 95969 29490 4
2459878,0 95969 29491 1
2459884,0 95969 29492 8
2459891,0 95969 29493 5
2459910,0 95969 29495 9
2459286,0 95969 29432 4
2459300,0 95969 29434 8
2459321,0 95969 29436 2
2459342,0 95969 29438 6
2459363,0 95969 29440 9
2459388,0 95969 29442 3
2459407,0 95969 29444 7
2459429,0 95969 29446 1
3016008,0 95969 41362 6
3016024,0 95969 41364 0
2459441,0 95969 29448 5
2459465,0 95969 29450 8
2459483,0 95969 29452 2
2459503,0 95969 29454 6
2459922,0 95969 29496 6
2459931,0 95969 29497 3
2459946,0 95969 29498 0
2459954,0 95969 29499 7
2459968,0 95969 29500 0
2459979,0 95969 29501 7
2459993,0 95969 29503 1
2459526,0 95969 29456 0
2459544,0 95969 29458 4
2459567,0 95969 29460 7
2459580,0 95969 29462 1
2459604,0 95969 29464 5
2459628,0 95969 29466 9
2459643,0 95969 29468 3
2459662,0 95969 29470 6
3016049,0 95969 41366 4
3016060,0 95969 41368 8
2459681,0 95969 29472 0
2459709,0 95969 29474 4
2459727,0 95969 29476 8
2459748,0 95969 29478 2
2460001,0 95969 29504 8
2460012,0 95969 29505 5
2460020,0 95969 29506 2
2460035,0 95969 29507 9
2460047,0 95969 29508 6
2460058,0 95969 29509 3
2460073,0 95969 29511 6
4178780,0 95969 63548 6
4178800,0 95969 63550 9
4178821,0 95969 63552 3
4178842,0 95969 63554 7
4178863,0 95969 63556 1
4178888,0 95969 63558 5
4178901,0 95969 63560 8
4178920,0 95969 63562 2
4178947,0 95969 63564 6
4178964,0 95969 63566 0
4178986,0 95969 63568 4
4179006,0 95969 63570 7
4179023,0 95969 63572 1
4179045,0 95969 63574 5
4231689,0 95969 64343 6
4231692,0 95969 64344 3
4231704,0 95969 64345 0
4231719,0 95969 64346 7
4231728,0 95969 64347 4
4231737,0 95969 64348 1
4231743,0 95969 64349 8
4231755,0 95969 64350 4
4231762,0 95969 64351 1
4723914,0 95969 80801 9
4231781,0 95969 64353 5
1658509,0 95969 12916 9
1658511,0 95969 12917 6
1658575,0 95969 12923 7
1658594,0 95969 12925 1
1658608,0 95969 12926 8
1658636,0 95969 12929 9
1658649,0 95969 12930 5
1658651,0 95969 12931 2
1658685,0 95969 12934 3
2100355,0 95969 24326 1
2106066,0 95969 24552 4
4410483,0 95969 69379 0
4410476,0 95969 69378 3
4233827,0 95969 65448 7
4296076,0 95969 65925 3
4296083,0 95969 65926 0
674686,0 95969 07132 1
674689,0 95969 07133 8
3821062,0 95969 56510 3
3821070,0 95969 56511 0
2558118,0 95969 33253 8
2837799,0 95969 40036 7
2837806,0 95969 40037 4
4321655,0 95969 66612 1
4328074,0 95969 66756 2
4393777,0 95969 69071 3
4393789,0 95969 69072 0
1643896,0 95969 11903 0
4130474,0 95969 62020 8
4130488,0 95969 62021 5
2148281,0 95969 26114 2
4856105,0 95969 84009 5
2477945,0 95969 29869 8
2477950,0 95969 29870 4
2442328,0 95969 29206 1
2474367,0 95969 31803 7
4682064,0 95969 79382 7
4682058,0 95969 79381 0
4682105,0 95969 79386 5
4682099,0 95969 79385 8
4682086,0 95969 79384 1
4682073,0 95969 79383 4
4962690,0 95969 86575 3
4962713,0 95969 86577 7
4962749,0 95969 86578 4
4962751,0 95969 86579 1
4962708,0 95969 86576 0
4962760,0 95969 86580 7
4962772,0 95969 86581 4
4962652,0 95969 86571 5
4962665,0 95969 86572 2
4463628,0 95969 72393 0
4607064,0 95969 78225 8
4607058,0 95969 78224 1
4335350,0 95969 66863 7
4335361,0 95969 66864 4
4944776,0 95969 86184 7
4944826,0 95969 86188 5
4357384,0 95969 67458 4
4335306,0 95969 66858 3
4475136,0 95969 72487 6
4335323,0 95969 66860 6
4474308,0 95969 72486 9
4947250,0 95969 86262 2
4335345,0 95969 66862 0
4474237,0 95969 72485 2
4476082,0 95969 72500 2
4947277,0 95969 86264 6
4764707,0 95969 81692 2
4907176,0 95969 85338 5
4947292,0 95969 86266 0
4947303,0 95969 86267 7
4842086,0 95969 83523 7
4947326,0 95969 86269 1
4603258,0 95969 78227 2
4917619,0 95969 85603 4
4697036,0 95969 79882 2
4697049,0 95969 79883 9
4697051,0 95969 79884 6
4697072,0 95969 79886 0
4697085,0 95969 79887 7
4697106,0 95969 79889 1
4697114,0 95969 79890 7
4697138,0 95969 79892 1
4754443,0 95969 81439 3
4763275,0 95969 81675 5
3996517,0 95969 62359 9
4335389,0 95969 66866 8
3996500,0 95969 62358 2
4335377,0 95969 66865 1
4574901,0 95969 77410 9
4736635,0 95969 81067 8
4596717,0 95969 78016 2
4597066,0 95969 78046 9
4744143,0 95969 81267 2
4744293,0 95969 81271 9
4842073,0 95969 83522 0
4550697,0 95969 78072 8
4830517,0 95969 83138 3
4574863,0 95969 77406 2
4574888,0 95969 77408 6
4575071,0 95969 77424 6
4575125,0 95969 77429 1
4575080,0 95969 77425 3
4575102,0 95969 77427 7
4586022,0 95969 77850 3
4575067,0 95969 77423 9
4575032,0 95969 77420 8
4575044,0 95969 77421 5
4575059,0 95969 77422 2
4575003,0 95969 77417 8
4575026,0 95969 77419 2
4574973,0 95969 77415 4
4575015,0 95969 77418 5
4574986,0 95969 77416 1
4575098,0 95969 77426 0
4575116,0 95969 77428 4
4574703,0 95969 78069 8
4615511,0 95969 78071 1
4574715,0 95969 78070 4
4597142,0 95969 78054 4
4305424,0 95969 66074 7
4305033,0 95969 66035 8
4305103,0 95969 66042 6
4256479,0 95969 64942 1
4256576,0 95969 64952 0
4084743,X
4304972,0 95969 66029 7
4381444,0 95969 68262 6
4084755,X
4381459,0 95969 68263 3
4084762,X
4381471,0 95969 68265 7
4571281,0 95969 77307 2
4571308,0 95969 77308 9
4634913,0 95969 78616 4
4634908,0 95969 78615 7
4305436,0 95969 66075 4
4305040,0 95969 66036 5
4305115,0 95969 66043 3
4256487,0 95969 64943 8
4256583,0 95969 64953 7
4084770,X
4304985,0 95969 66030 3
4381498,0 95969 68267 1
4084781,X
4381500,0 95969 68268 8
4084796,X
4381517,0 95969 68269 5
4571313,0 95969 77309 6
4571324,0 95969 77310 2
4634949,0 95969 78618 8
4634936,0 95969 78617 1
4305413,0 95969 66073 0
4180792,0 95969 63630 8
4305126,0 95969 66044 0
4256493,0 95969 64944 5
4256590,0 95969 64954 4
4084873,X
4180830,0 95969 63634 6
4381403,0 95969 68258 9
4084886,X
4381415,0 95969 68259 6
4084899,X
4381426,0 95969 68260 2
4571262,0 95969 77305 8
4571270,0 95969 77306 5
4634896,0 95969 78614 0
4634881,0 95969 78613 3
4759201,0 95969 81625 0
4305451,0 95969 66077 8
4305057,0 95969 66037 2
4305132,0 95969 66045 7
4256507,0 95969 64945 2
4256601,0 95969 64955 1
4085627,X
4304997,0 95969 66031 0
4381574,0 95969 68275 6
4085630,X
4381588,0 95969 68276 3
4085648,X
4381595,0 95969 68277 0
4571351,0 95969 77313 3
4571360,0 95969 77314 0
4634985,0 95969 78622 5
4634972,0 95969 78621 8
4305460,0 95969 66078 5
4305069,0 95969 66038 9
4305144,0 95969 66046 4
4256529,0 95969 64947 6
4256612,0 95969 64956 8
4085653,X
4305002,0 95969 66032 7
4381616,0 95969 68279 4
4085666,X
4381625,0 95969 68280 0
4085675,X
4381633,0 95969 68281 7
4571372,0 95969 77315 7
4571385,0 95969 77316 4
4634960,0 95969 78620 1
4634951,0 95969 78619 5
4305449,0 95969 66076 1
4180809,0 95969 63631 5
4256534,0 95969 64948 3
4256620,0 95969 64957 5
4180848,0 95969 63635 3
4305159,0 95969 66047 1
4381539,0 95969 68271 8
4086415,X
4381542,0 95969 68272 5
4086426,X
4381556,0 95969 68273 2
4571349,0 95969 77312 6
4635002,0 95969 78624 9
4634997,0 95969 78623 2
2577796,0 95969 34458 6
3039779,0 95969 41756 3
4978160,0 95969 86906 5 
5009268,0 95969 87627 8 
4945034,0 95969 86193 9
5012657,0 95969 87685 8
5012640,0 95969 87684 1
4994380,0 95969 87371 0
4994398,0 95969 87372 7
4994405,0 95969 87373 4
4975284,0 95969 86825 9
4991049,0 95969 87295 9
4914018,0 95969 85543 3
4914029,0 95969 85544 0
4913997,0 95969 85541 9
4793309,673740605332
4914007,0 95969 85542 6
4914052,0 95969 85545 7
4794490,673740606186
4914076,0 95969 85547 1
3345794,
4917905,0 95969 85614 0
4917840,0 95969 85608 9
4917878,0 95969 85611 9
4917884,0 95969 85612 6
4917869,0 95969 85610 2
4917922,0 95969 85616 4
4917931,0 95969 85617 1
4917891,0 95969 85613 3
4917857,0 95969 85609 6
4917910,0 95969 85615 7
5013788,0 95969 87697 1
4972518,0 95969 86790 0
4978160,0 95969 86906 5
5009268,0 95969 87627 8
4961344,0 95969 86532 6
4973844,0 95969 86809 9
